altitude_ft,altitude_m,Wfuel_t,MTOW_t,Wcruise_t,T0_design_5pct_kN,T0_envelope_kN,T0_installed_kN,critical,Cruise_kN,Takeoff_kN,High_speed_cruise_kN,CL_cruise,CD_cruise,LD_cruise,Mf_cruise,TSFC_1_per_hr,kT_cruise,rho_kg_m3,feasible_installed_thrust
30500.0,9296.4,104.87562674272836,289.33710145606915,276.51743127301796,764.348305647827,727.9507672836447,863.0,High speed cruise,571.33637022393,695.1841305335278,727.9507672836447,0.40006618177879083,0.01865326518823137,21.447514831408643,0.6955525193718726,0.4865475738353943,0.22137199200000002,0.4506657795196159,True
30550.0,9311.640000000001,104.8164935363092,289.2543406694652,276.4383316802543,764.1354759156463,727.7480723006155,863.0,High speed cruise,571.9591099666856,694.7864922299954,727.7480723006155,0.40086436922789365,0.01868113437552196,21.45824558454809,0.6956613453638065,0.4864757416971466,0.22095715920000003,0.44983480169300677,True
30600.0,9326.880000000001,104.75778233933963,289.1721692543641,276.3597952649406,763.9242435498463,727.5468986189013,863.0,High speed cruise,572.5872325541011,694.3917982051167,727.5468986189013,0.40166532761127866,0.018709151256710566,21.46892299388568,0.6957694437797755,0.4864038893508974,0.22054232640000004,0.4490050005490396,True
30650.0,9342.12,104.69949499357801,289.09058981319964,276.28182451266076,763.714613455868,727.3472509103505,863.0,High speed cruise,573.2207799158215,694.000058540889,727.3472509103505,0.402469071811215,0.018737316978113,21.47954652639638,0.695876809922121,0.4863320167821373,0.22012749359999995,0.4481763749236926,True
30700.0,9357.36,104.64163336104023,289.0096049767287,276.2044219360315,763.5065906149479,727.1491339189979,863.0,High speed cruise,573.8597944374363,693.6112834585607,727.1491339189979,0.40327561683188573,0.018765632697882607,21.49011564514895,0.6959834390549928,0.48626012397634033,0.21971266079999996,0.4473489236536006,True
30750.0,9372.6,104.58419932427375,288.9292174044131,276.12759007506656,763.3001800851376,726.9525524620358,863.0,High speed cruise,574.5043189667026,693.225483320535,726.9525524620358,0.40408497780082636,0.018794099586167498,21.500629809274496,0.6960893264038909,0.4861882109189639,0.21929782799999997,0.4465226455760575,True
30800.0,9387.84,104.527194786635,288.84942978480643,276.05133149754425,763.0953870023334,726.7575114307937,863.0,High speed cruise,575.1543968198658,692.842668632294,726.7575114307937,0.4048971699703845,0.01882271882527037,21.511088473934556,0.6961944671552006,0.4861162775954485,0.21888299519999999,0.4456975395290145,True
30850.0,9403.08,104.47062167257288,288.77024483594977,275.9756487993856,762.8922165813364,726.5640157917488,863.0,High speed cruise,575.8100717880918,692.4628500443705,726.5640157917488,0.40571220871920743,0.01885149160981109,21.521491090289015,0.6962988564557215,0.486044323991218,0.2184681624,0.4448736043510809,True
30900.0,9418.32,104.41448192791596,288.6916653057722,275.9005446050357,762.690674116922,726.3720705875447,863.0,High speed cruise,576.4713881440042,692.086038354342,726.3720705875447,0.4065301095537473,0.01888041914689186,21.531837105463374,0.6964024894121874,0.48597235009167933,0.2180533296,0.44405083888152463,True
30950.0,9433.560000000001,104.35877752016506,288.61369397249814,275.8260215678521,762.4907649849325,726.1816809380309,863.0,High speed cruise,577.1383906483296,691.712244508867,726.1816809380309,0.4073508881097961,0.018909502656265287,21.542125962515914,0.6965053610907794,0.4859003558822228,0.21763849680000003,0.44322924196026986,True
31000.0,9448.800000000001,104.30351043879106,288.53633364506356,275.75208237050106,762.2924946433893,725.9928520413232,863.0,High speed cruise,577.8111245566593,691.341479605757,725.9928520413232,0.40817456015404013,0.018938743370505145,21.552357100404233,0.6966074665166314,0.4858283413482219,0.21722366400000004,0.4424088124278991,True
31050.0,9464.04,104.24868269553703,288.45958716353675,275.6787297253595,762.0958686336238,725.8055891748799,863.0,High speed cruise,578.4896356263205,690.97375489608,725.8055891748799,0.4090011415856402,0.01896814253518001,21.562529953951486,0.696708800673327,0.48575630647503304,0.21680883120000005,0.44158954912565235,True
31100.0,9479.28,104.19429632472703,288.38345739954906,275.6059663749244,761.9008925814319,725.6198976966018,863.0,High speed cruise,579.17397012337,690.6090817863134,725.6198976966018,0.40983064843784134,0.018997701409030024,21.572643953812214,0.6968093585023882,0.4856842512479961,0.21639399839999995,0.44077145089542724,True
31150.0,9494.52,104.14035338357841,288.30794725673036,275.53379509222816,761.7075721982442,725.4357830459468,863.0,High speed cruise,579.8641748296981,690.247471840519,725.4357830459468,0.410663096879602,0.019027421264146374,21.58269852643774,0.6969091349027574,0.4856121756524336,0.21597916559999997,0.43995451657977763,True
31200.0,9509.76,104.08685595252143,288.23305967115436,275.46221868126315,761.5159132823229,725.2532507450695,863.0,High speed cruise,580.5602970502637,689.8889367825731,725.2532507450695,0.41149850321725345,0.019057303386154013,21.59269309404108,0.6970081247302683,0.4855400796736515,0.21556433279999998,0.43913874502191624,True
31250.0,9525.0,104.03380613552285,288.1587976117902,275.39123997741217,761.325921719979,725.0723063999799,863.0,High speed cruise,581.2623846204461,689.5334884984253,725.0723063999799,0.4123368838961877,0.019087349074397516,21.602627074561582,0.6971063227971108,0.48546796329693864,0.2151495,0.4383241350657113,True
31300.0,9540.24,103.9812060604161,288.08516408096256,275.3208618478861,761.1376034868084,724.8929557017221,863.0,High speed cruise,581.9704859135261,689.1811390384034,724.8929557017221,0.4131782555025672,0.01911755964212996,21.6124998816289,0.6972037238712857,0.48539582650756696,0.2147346672,0.43751068555568823,True
31350.0,9555.480000000001,103.92905787923719,288.0121621148197,275.25108719217053,760.9509646489566,724.7152044275778,863.0,High speed cruise,582.6846498482962,688.8319006195605,724.7152044275778,0.41402263476506673,0.019147936416705178,21.622310924526687,0.6973003226760502,0.4853236692907912,0.21431983440000002,0.4366983953370308,True
31400.0,9570.720000000001,103.87736376856627,287.93979478381016,275.1819189424799,760.7660113644029,724.5390584422885,863.0,High speed cruise,583.4049258967996,688.4857856280632,724.5390584422885,0.41487003855664434,0.019178480739773334,21.63205960815578,0.6973961138893559,0.48525149163184916,0.21390500160000003,0.43588726325557753,True
31450.0,9585.960000000001,103.82612592987562,287.868065193167,275.1133600642182,760.5827498842681,724.3645236993028,863.0,High speed cruise,584.1313640922086,688.142806621624,724.3645236993028,0.4157204838963383,0.019209193967479835,21.64174533299687,0.697491092143275,0.4851792935159616,0.21349016880000005,0.4350772881578249,True
31500.0,9601.2,103.77534658988314,287.79697648340135,275.0454135564504,760.401186554151,724.1916062420486,863.0,High speed cruise,584.8640150368358,687.802976331978,724.1916062420486,0.41657398795109596,0.01924007747066769,21.65136749507275,0.6975852520234197,0.4851070749283323,0.21307533600000006,0.4342684688909259,True
31550.0,9616.44,103.72502800091287,287.7265318308046,274.9780824523791,760.2213278154818,724.0203122052206,863.0,High speed cruise,585.6029299102851,687.4663076674062,724.0203122052206,0.4174305680376314,0.019271132635083437,21.660925485910035,0.6976785880683499,0.4850348358541476,0.21266050319999996,0.43346080430268974,True
31600.0,9631.68,103.67517244126148,287.65673444795874,274.9113698198327,760.0431802069106,723.8506478161053,863.0,High speed cruise,586.3481604777471,687.1328137153023,723.8506478161053,0.4182902416243177,0.019302360861586713,21.670418692500448,0.697771094768972,0.48496257627857686,0.21224567039999997,0.43265429324158133,True
31650.0,9646.92,103.62578221557196,287.5875875842578,274.8452787617605,759.8667503657136,723.6826193959178,863.0,High speed cruise,587.0997590984438,686.8025077447936,723.6826193959178,0.4191530263331038,0.019333763566363356,21.679846497261458,0.6978627665679266,0.48489029618677226,0.2118308376,0.4318489345567228,True
31700.0,9662.16,103.57685965521321,287.51909452643673,274.7798124167366,759.6920450292312,723.5162333611725,863.0,High speed cruise,587.8577787342141,686.4754032094054,723.5162333611725,0.42001893994147077,0.019365342181142425,21.68920827799659,0.6979535978589674,0.48481799556386884,0.2114160048,0.43104472709789277,True
31750.0,9677.4,103.528407118667,287.4512585991102,274.71497395947483,759.5190710363319,723.3514962250779,863.0,High speed cruise,588.6222729582594,686.1515137497734,723.3514962250779,0.42088800038441815,0.019397098153417027,21.698503407855043,0.6980435829863281,0.48474567439498434,0.21100117200000001,0.43024166971552497,True
31800.0,9692.640000000001,103.48042699192195,287.384083165322,274.65076660134946,759.3478353289003,723.1884145989526,863.0,High speed cruise,589.3932959640365,685.8308531964126,723.1884145989526,0.4217602257564816,0.019429032946668937,21.70773125529088,0.6981327162440801,0.48467333266521917,0.21058633920000003,0.42943976126070943,True
31850.0,9707.880000000001,103.43292168887453,287.31757162710386,274.5871935909295,759.1783449533611,723.0269951936773,863.0,High speed cruise,590.1709025743186,685.5134355725362,723.0269951936773,0.42263563431378925,0.019461148040597454,21.71689118402156,0.698220991875477,0.48460097035965644,0.21017150640000004,0.42863900058519167,True
31900.0,9723.12,103.3858936517377,287.2517274260444,274.5242582145192,759.0106070622252,722.8672448211669,863.0,High speed cruise,590.955148250409,685.199275096926,722.8672448211669,0.42351424447614827,0.019493444931352043,21.72598255298602,0.6983084040722902,0.4845285874633621,0.20975667360000005,0.4278393865413743,True
31950.0,9738.36,103.33934535145633,287.1865540438685,274.4619637967107,758.8446289156676,722.7091703958739,863.0,High speed cruise,591.7460891015263,684.8883861868574,722.7091703958739,0.42439607482917197,0.01952592513176949,21.735004716302118,0.698394946974132,0.4844561839613846,0.20934184080000007,0.42704091798231447,True
32000.0,9753.6,103.29327928813143,287.1220550030275,274.4003137009452,758.6804178831375,722.5527789363214,863.0,High speed cruise,592.5437818943551,684.5807834610822,722.5527789363214,0.4252811441264402,0.019558590171615108,21.743957023223487,0.6984806146677665,0.48438375983875515,0.20892700799999997,0.42624359376172444,True
32050.0,9768.84,103.24769799145079,287.05823386730026,274.33931133008616,758.5179814449981,722.3980775666648,863.0,High speed cruise,593.3482840627709,684.276481742866,722.3980775666648,0.4261694712916966,0.019591441597828302,21.752838818095814,0.6985654011864096,0.48431131508048747,0.20851217519999998,0.4254474127339735,True
32100.0,9784.08,103.2026040211292,286.99509424240523,274.2789601270016,758.3573271941972,722.2450735182831,863.0,High speed cruise,594.1596537177413,683.9754960630864,722.2450735182831,0.427061075421087,0.019624480974772752,21.761649440312514,0.6986493005090169,0.48423884967157776,0.2080973424,0.4246523737540851,True
32150.0,9799.32,103.1579999673555,286.93263977662417,274.2192635751577,758.1984628379732,722.093774131403,863.0,High speed cruise,594.9779496574073,683.6778416633875,722.093774131403,0.42795597578543465,0.01965770988449103,21.77038822426975,0.6987323065595574,0.484166363597005,0.2076825096,0.42385847567773843,True
32200.0,9814.560000000001,103.11419127641462,286.8714703924256,274.16120638585994,758.0440061889452,721.9466725609002,863.0,High speed cruise,595.8047977588767,683.3863746841814,721.9466725609002,0.4288557266503842,0.019691181695434736,21.779075186219597,0.6988146510817256,0.4840938568417305,0.20726767680000002,0.4230657173612678,True
32250.0,9829.800000000001,103.07057831035853,286.8104035461735,274.10283916600577,757.8887694884761,721.7988280842629,863.0,High speed cruise,596.6371477350779,683.0954582761688,721.7988280842629,0.42975729632096515,0.019724795241200323,21.787668316237127,0.6988958524482793,0.484021329390698,0.20685284399999992,0.42227409766166213,True
32300.0,9845.04,103.02746328026967,286.7500331756696,274.0451374597703,757.7353469334239,721.6527113651655,863.0,High speed cruise,597.4766050659123,682.8079206886099,721.6527113651655,0.4306622214435896,0.01975860318970267,21.796187580103442,0.6989761419709161,0.4839487812288339,0.20643801120000005,0.42148361543656615,True
32350.0,9860.28,102.9848489042866,286.6903631083794,273.9881049226942,757.5837467151879,721.5083302049409,863.0,High speed cruise,598.3232314139381,682.5237780506549,721.5083302049409,0.4315705220189825,0.019792607196716862,21.80463229172608,0.6990555133457568,0.48387621234104694,0.20602317840000006,0.42069426954427913,True
